"","logFC","logCPM","F","PValue","FDR","SYMBOL","GENENAME","ENTREZID"
"ENSMUSG00000054723",-0.0950000389517754,2.52742808313963,0.0526407831144026,0.822152152569877,0.860585834333389,"Vmac","vimentin-type intermediate filament associated coiled-coil protein","106639"
"ENSMUSG00000119989",0.228247178621506,-1.23211387103542,0.0521915599118725,0.822153658677535,0.860585834333389,"Gm39213","predicted gene, 39213","105243239"
"ENSMUSG00000068130",-0.094066845027282,1.12772536519241,0.052583535431279,0.822254427892,0.860641522842182,"Zfp442","zinc finger protein 442","668923"
"ENSMUSG00000031097",0.0655236581227066,3.20843196629084,0.0523667188178864,0.822606420620608,0.860960141626,"Tnni2","troponin I, skeletal, fast 2","21953"
"ENSMUSG00000023046",0.0795846285566424,3.24745100648723,0.0522449527210285,0.822822317163398,0.86113629016875,"Igfbp6","insulin-like growth factor binding protein 6","16012"
"ENSMUSG00000028672",0.0512815209535679,6.89355204262052,0.0521525740597102,0.822962306444624,0.86123298111531,"Hmgcl","3-hydroxy-3-methylglutaryl-Coenzyme A lyase","15356"
"ENSMUSG00000020834",-0.0668375560987477,2.92779172109104,0.0518449692080618,0.823476134715332,0.861689827389714,"Dhrs13","dehydrogenase/reductase 13","70451"
"ENSMUSG00000028995",0.0837680146024898,4.14386695864421,0.0518339542016676,0.82349410298986,0.861689827389714,"Hycc1","hyccin PI4KA lipid kinase complex subunit 1","84652"
"ENSMUSG00000094683",-0.176167928547255,-0.738745914441417,0.0515946284617582,0.823904629161418,0.862069538249915,NA,NA,NA
"ENSMUSG00000040964",0.0561164569594036,3.77046717345318,0.0515104431536636,0.82403572439969,0.862156847369663,"Arhgef10l","Rho guanine nucleotide exchange factor 10-like","72754"
"ENSMUSG00000037204",0.0544273833174704,6.44027915566585,0.0513787800258034,0.824256387826743,0.862337852720554,"Atg101","autophagy related 101","68118"
"ENSMUSG00000033543",0.0442676537771885,6.09272427869583,0.0512660084925719,0.824445842494633,0.862486188392911,"Gtf2a2","general transcription factor II A, 2","235459"
"ENSMUSG00000054021",-0.0653368826601805,3.08973890111285,0.0512027755261869,0.824552765363024,0.862548172046322,"Sirt5","sirtuin 5","68346"
"ENSMUSG00000025762",0.0602892466419445,2.88911916313454,0.0511562991679251,0.824630992618588,0.862559013963203,"Larp1b","La ribonucleoprotein 1B","214048"
"ENSMUSG00000020273",0.0722222640753931,2.78944459007744,0.0511400043453425,0.824658476954374,0.862559013963203,"Papolg","poly(A) polymerase gamma","216578"
"ENSMUSG00000029202",-0.0789498757173053,4.56368443111772,0.0509928752234874,0.824905724194288,0.862767747722253,"Pds5a","PDS5 cohesin associated factor A","71521"
"ENSMUSG00000041319",0.0641554963159274,4.68245230834726,0.0508071210507937,0.825219138808336,0.863045657714406,"Thoc6","THO complex 6","386612"
"ENSMUSG00000024782",-0.0556752102691756,6.6051347825253,0.0504747285069975,0.825781402207695,0.863583776090621,"Ak3","adenylate kinase 3","56248"
"ENSMUSG00000022371",-0.14283542874833,-0.43147899059099,0.0504124163441359,0.825930220277136,0.863689485347025,"Col14a1","collagen, type XIV, alpha 1","12818"
"ENSMUSG00000036989",-0.0391307203518798,5.33510113567755,0.0502258156064823,0.826203838126813,0.863925680126476,"Trim3","tripartite motif-containing 3","55992"
"ENSMUSG00000040462",-0.0577550091565183,7.63392481202288,0.0501139624603329,0.826393982448009,0.864025087506265,"Os9","amplified in osteosarcoma","216440"
"ENSMUSG00000055900",-0.0772953730302855,2.93155941641348,0.0501140790951481,0.8263944143755,0.864025087506265,"Tmem69","transmembrane protein 69","230657"
"ENSMUSG00000025201",0.074009525609377,1.24253965439292,0.0500370517969572,0.826531057224393,0.864118017933719,NA,NA,NA
"ENSMUSG00000101316",0.0781648687284874,1.91550659807303,0.0499089294672552,0.826745393387025,0.864292159389348,NA,NA,NA
"ENSMUSG00000018800",0.0990922382779234,2.43300047329068,0.0494692914453414,0.827495656578783,0.865026514587469,"Abca5","ATP-binding cassette, sub-family A member 5","217265"
"ENSMUSG00000048755",0.0475161304628475,4.8296846527827,0.0491260205380141,0.828083593023356,0.865591105700593,"Mcat","malonyl CoA:ACP acyltransferase (mitochondrial)","223722"
"ENSMUSG00000037280",-0.0474054763902791,5.75192547933907,0.0485518507835859,0.829073640818264,0.866575932023389,"Galnt6","polypeptide N-acetylgalactosaminyltransferase 6","207839"
"ENSMUSG00000006369",0.0713384878685552,2.93447972228129,0.0484590322808259,0.829234933143691,0.866694451237294,"Fbln1","fibulin 1","14114"
"ENSMUSG00000021752",0.0440506413026747,4.39611111079365,0.0483746192643711,0.82938064848036,0.866757344554349,"Kctd6","potassium channel tetramerisation domain containing 6","71393"
"ENSMUSG00000035878",-0.0982132479216008,1.43145959971346,0.0483720228090648,0.829390919486511,0.866757344554349,"Hykk","hydroxylysine kinase 1","235386"
"ENSMUSG00000029490",-0.075694142638105,1.49699385416722,0.048304398943139,0.829508287229028,0.866829931895276,"Slc49a3","solute carrier family 49 member 3","243197"
"ENSMUSG00000092086",-0.113801402552269,-0.568732573443454,0.0481697450563074,0.8297451766741,0.867027402920271,NA,NA,NA
"ENSMUSG00000096299",0.126276581527308,-0.783778712618714,0.0479877826100381,0.830047698042541,0.867202960080715,"Gm21814","predicted gene, 21814","436100"
"ENSMUSG00000081087",0.117071377648342,-0.833053501855022,0.0479476144287858,0.83008363845187,0.867202960080715,"Rps15a-ps7","ribosomal protein S15A, pseudogene 7","100043843"
"ENSMUSG00000062526",0.0646658614735631,3.50783645016802,0.0479573606379425,0.830105683469595,0.867202960080715,"Mppe1","metallophosphoesterase 1","225651"
"ENSMUSG00000054517",0.0803749983980544,1.70668756651569,0.0479317846799922,0.830152721577038,0.867202960080715,"Trim65","tripartite motif-containing 65","338364"
"ENSMUSG00000028693",0.0492318281814855,5.30315081837092,0.0479104673747985,0.830187036281379,0.867202960080715,"Nasp","nuclear autoantigenic sperm protein (histone-binding)","50927"
"ENSMUSG00000069920",0.0824395096751386,2.46162241495042,0.0479033266857902,0.83020076668093,0.867202960080715,"B3gnt9","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 9","97440"
"ENSMUSG00000013846",0.0746487045506093,3.23583682997887,0.0477292542080733,0.830503711959468,0.86746932574083,"St3gal1","ST3 beta-galactoside alpha-2,3-sialyltransferase 1","20442"
"ENSMUSG00000031631",0.065167721955807,3.44248772301119,0.0475696959789797,0.830782043311506,0.867709952643022,"Cfap97","cilia and flagella associated protein 97","66756"
"ENSMUSG00000038982",-0.0459203752445945,4.43074822696727,0.0475089548851271,0.830888071327842,0.867770600007772,"Bloc1s5","biogenesis of lysosomal organelles complex-1, subunit 5, muted","17828"
"ENSMUSG00000022568",-0.100236758858446,2.81408664398424,0.0474589065710582,0.830976229419086,0.867812578290305,"Scrib","scribbled planar cell polarity","105782"
"ENSMUSG00000044162",-0.0849484843812342,2.52707958252518,0.0472742916222518,0.83130420807359,0.86810498884194,"Tnip3","TNFAIP3 interacting protein 3","414084"
"ENSMUSG00000049755",0.0479485715624491,3.6628720818453,0.0472398907477894,0.831359697138075,0.868112829706192,"Zfp672","zinc finger protein 672","319475"
"ENSMUSG00000033478",0.10715429697576,3.29243512407679,0.046822931423967,0.832093266322049,0.868801667577393,"Fhip2a","FHF complex subunit HOOK interacting protein 2A","226252"
"ENSMUSG00000020374",-0.133770868900704,-0.220292801305522,0.0467803006139519,0.832115409133292,0.868801667577393,"Rasgef1c","RasGEF domain family, member 1C","74563"
"ENSMUSG00000032425",0.0522420721488559,3.48893993669424,0.0466558253628985,0.83238812477918,0.869036257451224,"Zfp949","zinc finger protein 949","71640"
"ENSMUSG00000047712",-0.0743174982867497,2.5549658658591,0.0465015615862594,0.832661421156849,0.869271426518427,"Ust","uronyl-2-sulfotransferase","338362"
"ENSMUSG00000041736",-0.0784701199817591,8.4258815699112,0.0464220684544189,0.832801225332943,0.869367214975129,"Tspo","translocator protein","12257"
"ENSMUSG00000114980",-0.13237509696987,-0.0728368955041819,0.0462622871478964,0.832889673330839,0.869409384386712,NA,NA,NA
"ENSMUSG00000047735",-0.0847188030964962,3.3246224422086,0.0462848087454281,0.833047166586787,0.869523617460178,"Samd9l","sterile alpha motif domain containing 9-like","209086"
"ENSMUSG00000025464",0.0512666249500369,4.65740280000479,0.0461900543562769,0.833212787210542,0.869646320103856,"Paox","polyamine oxidase (exo-N4-amino)","212503"
"ENSMUSG00000120977",0.18194685250392,-1.09485245863336,0.0456547651008145,0.833928502945037,0.870343124353055,NA,NA,NA
"ENSMUSG00000001289",-0.0478322240294867,6.41386258080524,0.045679054658501,0.834122733318651,0.870495622883679,"Pfdn5","prefoldin 5","56612"
"ENSMUSG00000033540",-0.0444005113244116,5.53495274106347,0.0455508087633336,0.834351970331838,0.87068463486065,"Idua","iduronidase, alpha-L","15932"
"ENSMUSG00000057897",0.0956298020695065,1.31248024130612,0.0454917020978359,0.834462915519101,0.870750189197018,"Camk2b","calcium/calmodulin-dependent protein kinase II, beta","12323"
"ENSMUSG00000021715",0.0412050490513642,4.4669760139093,0.0453930105263592,0.834634596002256,0.870879108735226,"Cwc27","CWC27 spliceosome-associated protein","67285"
"ENSMUSG00000005823",-0.0547277101162141,6.44184761645623,0.045281488192255,0.834834469146703,0.871037428652978,"Gpr108","G protein-coupled receptor 108","78308"
"ENSMUSG00000038970",0.100233958378067,1.81048123567125,0.0452450599892206,0.834902182606192,0.871057847416321,"Lmtk2","lemur tyrosine kinase 2","231876"
"ENSMUSG00000040841",0.150080444586458,-0.118809087984285,0.0451739519655758,0.835057384063548,0.871142913066718,"Six5","sine oculis-related homeobox 5","20475"
"ENSMUSG00000010095",-0.0650362216387008,9.18381269252209,0.0451447522865355,0.835080013498544,0.871142913066718,"Slc3a2","solute carrier family 3 (activators of dibasic and neutral amino acid transport), member 2","17254"
"ENSMUSG00000002603",0.104950678156435,4.43553604052108,0.0449958738732765,0.835347956963013,0.871372187104744,"Tgfb1","transforming growth factor, beta 1","21803"
"ENSMUSG00000119952",-0.143955595935916,-1.1212901870932,0.0446590170835102,0.835831185593478,0.871825991060925,"Gm31005","predicted gene, 31005","102633095"
"ENSMUSG00000087528",-0.14353925132388,-0.319185687421047,0.0445407693021566,0.83620217787477,0.872162679673039,NA,NA,NA
"ENSMUSG00000020841",0.0624902612880291,5.79394819114095,0.0444168337373187,0.836393799089181,0.872312255413913,"Cpd","carboxypeptidase D","12874"
"ENSMUSG00000050315",0.117394572663393,1.40955907399577,0.0439396142899911,0.837265434616078,0.873170990172846,"Synpo2","synaptopodin 2","118449"
"ENSMUSG00000027078",-0.0870261272361761,6.90720396636825,0.0439094545862188,0.837316222637791,0.873173626293115,"Ube2l6","ubiquitin-conjugating enzyme E2L 6","56791"
"ENSMUSG00000053965",0.0909150448297125,1.54312031427886,0.0438677021239534,0.837396698563432,0.873175108207416,"Pde5a","phosphodiesterase 5A, cGMP-specific","242202"
"ENSMUSG00000035953",-0.0421836428677851,6.77704916357108,0.0438557606781896,0.837414164462227,0.873175108207416,"Pip4p1","phosphatidylinositol-4,5-bisphosphate 4-phosphatase 1","219024"
"ENSMUSG00000021706",0.0701893125828766,3.59756976303675,0.0434260397757194,0.838200538580677,0.873944698008425,"Zfyve16","zinc finger, FYVE domain containing 16","218441"
"ENSMUSG00000096006",-0.0639868515144664,3.32872264776484,0.0433869640293049,0.838272339983798,0.873969197149179,NA,NA,NA
"ENSMUSG00000008763",-0.0496584059434314,5.73652861546225,0.0429414193716764,0.839091742201632,0.874773085085228,"Man1a2","mannosidase, alpha, class 1A, member 2","17156"
"ENSMUSG00000018412",-0.0570607778445023,4.52624046977914,0.042807342685275,0.839339403488411,0.874980861218934,"Kansl1","KAT8 regulatory NSL complex subunit 1","76719"
"ENSMUSG00000106990",-0.110386952749513,0.271753751616622,0.0427512321254496,0.839471666214975,0.875068321531805,NA,NA,NA
"ENSMUSG00000107201",0.159124297905107,-0.851992686942892,0.0426388839641842,0.83961850533918,0.875137360081149,NA,NA,NA
"ENSMUSG00000062949",0.0622696283223975,3.26401336944641,0.0426276424178601,0.839672122287414,0.875137360081149,"Atp11c","ATPase, class VI, type 11C","320940"
"ENSMUSG00000099681",0.0710825855609588,1.44402982148873,0.0426236669906516,0.839683002874523,0.875137360081149,NA,NA,NA
"ENSMUSG00000031365",0.0892736299374752,2.97514152975021,0.0423461079725558,0.840194635801357,0.875620156992913,"Zfp275","zinc finger protein 275","27081"
"ENSMUSG00000031637",-0.131711810086674,-0.991756296298567,0.0422494510722444,0.840294880358658,0.875674189052482,"Lrp2bp","Lrp2 binding protein","67620"
"ENSMUSG00000039191",-0.0589251905946511,4.55720616078403,0.0422311390791084,0.840407958528185,0.875741588069484,"Rbpj","recombination signal binding protein for immunoglobulin kappa J region","19664"
"ENSMUSG00000028670",-0.0479709487990658,6.33464967459135,0.0418222044051219,0.841170843235089,0.87648606695764,"Lypla2","lysophospholipase 2","26394"
"ENSMUSG00000085655",-0.0842789220470531,0.557853736456702,0.0417619866768752,0.841303509487511,0.876573820740429,NA,NA,NA
"ENSMUSG00000020287",-0.0571129260423404,2.8586765447078,0.0417099343098898,0.841381586635046,0.876604690025791,"Mpg","N-methylpurine-DNA glycosylase","268395"
"ENSMUSG00000040659",-0.0711215645686476,9.20795078416884,0.0416729231021909,0.841450340325941,0.876625842547202,"Efhd2","EF hand domain containing 2","27984"
"ENSMUSG00000098076",-0.0968471595878969,0.37547634220205,0.0415920822866557,0.84163091776954,0.876719619682387,NA,NA,NA
"ENSMUSG00000045005",-0.0923068518367806,1.19223030678578,0.0415767858951908,0.841637267134438,0.876719619682387,"Fzd5","frizzled class receptor 5","14367"
"ENSMUSG00000063800",-0.0424043677147543,5.83834255586292,0.041440565134419,0.84188642956996,0.876928679919936,"Prpf38a","PRP38 pre-mRNA processing factor 38 (yeast) domain containing A","230596"
"ENSMUSG00000029587",-0.0702706485540561,2.98536610442977,0.0412299570355826,0.842283364126806,0.877284046321591,"Zfp12","zinc finger protein 12","231866"
"ENSMUSG00000067851",-0.0605820450576696,4.55114361175164,0.0412078476632649,0.842324570424953,0.877284046321591,"Arfgef1","ARF guanine nucleotide exchange factor 1","211673"
"ENSMUSG00000007216",0.0703642118897768,2.35739480946318,0.041003556745544,0.842711341060615,0.877636349151541,"Zfp775","zinc finger protein 775","243372"
"ENSMUSG00000021007",-0.0530612644124807,2.91691910667806,0.040942587842966,0.84282590265266,0.877705137371623,"Spata7","spermatogenesis associated 7","104871"
"ENSMUSG00000038346",-0.0461966340246123,4.29729485738376,0.0408308740987655,0.84303692249762,0.877874361942413,"Zfp384","zinc finger protein 384","269800"
"ENSMUSG00000082938",0.0800415518755181,1.0334172453687,0.0406418711641151,0.843402556717185,0.878204561388353,"Gm2810","corepressor interacting with RBPJ, 1 pseudogene","100040502"
"ENSMUSG00000016253",-0.0447433784853606,5.5387958623886,0.0402872364267941,0.844070120585049,0.878849093154473,"Nelfcd","negative elongation factor complex member C/D, Th1l","57314"
"ENSMUSG00000020522",-0.0470308848204232,6.74107816618889,0.0402202097193248,0.84419802084985,0.878931683233763,"Mfap3","microfibrillar-associated protein 3","216760"
"ENSMUSG00000029863",-0.0534867806007047,3.47738145616908,0.0399513137858097,0.844712559654948,0.879394418518237,"Casp2","caspase 2","12366"
"ENSMUSG00000032452",0.127834898981959,-1.23691241740281,0.0396036469523489,0.844739677988557,0.879394418518237,"Clstn2","calsyntenin 2","64085"
"ENSMUSG00000032998",-0.0754760508899101,3.80978702026183,0.0398945945294076,0.844821172183025,0.879424108088556,"Foxj3","forkhead box J3","230700"
"ENSMUSG00000020523",-0.0420592758436204,5.90124615475347,0.0398714170409856,0.84486540909718,0.879424108088556,"Fam114a2","family with sequence similarity 114, member A2","67726"
"ENSMUSG00000112964",0.0702765405853154,2.61973127837838,0.0398284223170471,0.844948769933065,0.879460282712935,NA,NA,NA
"ENSMUSG00000051890",0.0533308562254257,2.54676959595728,0.0397664609352424,0.845067732452654,0.879500690178193,"Klhdc1","kelch domain containing 1","271005"
"ENSMUSG00000032449",0.0453067326547576,4.34730443607018,0.0397471368560418,0.845104067170523,0.879500690178193,"Slc25a36","solute carrier family 25, member 36","192287"
"ENSMUSG00000015542",0.0464565625661061,5.00259374735642,0.0397318175002405,0.845133421734265,0.879500690178193,"Nat9","N-acetyltransferase 9 (GCN5-related, putative)","66176"
"ENSMUSG00000075391",0.144377206574836,-0.985050153405303,0.0396374115736943,0.845242067752759,0.879563163964495,"Glo1-ps","glyoxalase 1, pseudogene","654354"
"ENSMUSG00000073062",-0.0986839164827503,1.91276924334385,0.0394939214992877,0.845593527875615,0.879878289616604,"Zxdb","zinc finger, X-linked, duplicated B","668166"
"ENSMUSG00000022009",0.0545284502191544,4.57597718243318,0.0394419264649832,0.845691499396339,0.879929627843922,"Nufip1","nuclear FMR1 interacting protein 1","27275"
"ENSMUSG00000062300",0.0491867354144068,4.85311220961686,0.0392034133780762,0.846152207717927,0.880358360795886,"Nectin2","nectin cell adhesion molecule 2","19294"
